Absorb
	description: A nutrient-draining attack. The user's HP is restored by half the damage taken by the target.
	description: Two turns after this move is used, a shower of asteroids blasts the target. This attack deals special damage if the user's Sp. Attack is higher than its Attack.
	type: Rock
	category: Physical
	power: 140
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Propulsion Shot
	description: The user blasts a powerful stream of water to shoot itself backwards and away from the battle. The user then switches.
	type: Water
	category: Special
	power: 60
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Psych Up
	description: The user hypnotizes itself into copying any stat change made by the target.
	type: Normal
	category: Status
	power: 0
	accuracy: 101
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Psychic Fangs
	description: The user bites the target with its psychic capabilities. This can also destroy Light Screen and Reflect.
	type: Psychic
	category: Physical
	power: 85
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Psychic Terrain
	description: This protects Pokémon on the ground from priority moves and powers up Psychic-type moves for five turns.
	type: Psychic
	category: Status
	power: 0
	accuracy: 101
	target: all
	crit: 0
	priority: 0
	drain: False
	effects: []
Psycho Cut
	description: The user tears at the target with blades formed by psychic power. Critical hits land more easily.
	type: Psychic
	category: Physical
	power: 70
	accuracy: 100
	target: normal
	crit: 1
	priority: 0
	drain: False
	effects: []
Psycho Shift
	description: Using its psychic power of suggestion, the user transfers its status conditions to the target.
	type: Psychic
	category: Status
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Psyshock
	description: The user materializes an odd psychic wave to attack the target. This attack does physical damage.
	type: Psychic
	category: Special
	power: 80
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Psystrike
	description: The user materializes an odd psychic wave to attack the target. This attack does physical damage.
	type: Psychic
	category: Special
	power: 100
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Psywave
	description: The target is attacked with an odd psychic wave. The attack varies in intensity.
	type: Psychic
	category: Special
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Punishment
	description: The more the target has powered up with stat changes, the greater the move's power. No max power.
	type: Dark
	category: Physical
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Purify
	description: The user heals the target's status condition. If the move succeeds, it also restores the user's own HP.
	type: Poison
	category: Status
	power: 0
	accuracy: 101
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Pursuit
	description: The power of this attack move is doubled if it's used on a target that's switching out of battle.
	type: Dark
	category: Physical
	power: 40
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Quash
	description: The user suppresses the target and makes its move go last.
	type: Dark
	category: Status
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Quick Attack
	description: The user lunges at the target at a speed that makes it almost invisible. This move always goes first.
	type: Normal
	category: Physical
	power: 40
	accuracy: 100
	target: normal
	crit: 0
	priority: 1
	drain: False
	effects: []
Quick Guard
	description: The user protects itself and its allies from priority moves.
	type: Fighting
	category: Status
	power: 0
	accuracy: 101
	target: allySide
	crit: 0
	priority: 3
	drain: False
	effects: []
Rain Dance
	description: The user summons a heavy rain that falls for five turns, powering up Water-type moves. It lowers the power of Fire-type moves.
	type: Water
	category: Status
	power: 0
	accuracy: 101
	target: all
	crit: 0
	priority: 0
	drain: False
	effects: []
Razor Leaf
	description: Sharp-edged leaves are launched to slash at the opposing Pokémon. Critical hits land more easily.
	type: Grass
	category: Physical
	power: 55
	accuracy: 95
	target: allAdjacentFoes
	crit: 1
	priority: 0
	drain: False
	effects: []
Razor Wind
	description: In this two-turn attack, blades of wind hit opposing Pokémon on the second turn. Critical hits land more easily.
	type: Normal
	category: Special
	power: 80
	accuracy: 100
	target: allAdjacentFoes
	crit: 1
	priority: 0
	drain: False
	effects: []
Recover
	description: Restoring its own cells, the user restores its own HP by half of its max HP.
	type: Normal
	category: Status
	power: 0
	accuracy: 101
	target: self
	crit: 0
	priority: 0
	drain: False
	effects: []
Recycle
	description: The user recycles a held item that has been used in battle so it can be used again.
	type: Normal
	category: Status
	power: 0
	accuracy: 101
	target: self
	crit: 0
	priority: 0
	drain: False
	effects: []
Reflect
	description: A wondrous wall of light is put up to reduce damage from physical attacks for five turns.
	type: Psychic
	category: Status
	power: 0
	accuracy: 101
	target: allySide
	crit: 0
	priority: 0
	drain: False
	effects: []
Reflect Type
	description: The user reflects the target's type, making it the same type as the target.
	type: Normal
	category: Status
	power: 0
	accuracy: 101
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Refresh
	description: The user rests to cure itself of poisoning, a burn, or paralysis.
	type: Normal
	category: Status
	power: 0
	accuracy: 101
	target: self
	crit: 0
	priority: 0
	drain: False
	effects: []
Regroup
	description: The user regroups, increasing its numbers. Heals 50% and protects when in Solo forme. Heals 25% and raises Attack and Sp. Attack by 1 stage in School forme.
	type: Water
	category: Status
	power: 0
	accuracy: 101
	target: self
	crit: 0
	priority: 4
	drain: False
	effects: []
Rest
	description: The user goes to sleep for two turns. This fully restores the user's HP and heals any status conditions.
	type: Psychic
	category: Status
	power: 0
	accuracy: 101
	target: self
	crit: 0
	priority: 0
	drain: False
	effects: []
Retaliate
	description: The user gets revenge for a fainted ally. If an ally fainted in the previous turn, this move's power is increased.
	type: Normal
	category: Physical
	power: 70
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Return
	description: This full-power attack grows more powerful the more the user likes its Trainer.
	type: Normal
	category: Physical
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Revenge
	description: This attack move's power is doubled if the user has been hurt by the opponent in the same turn.
	type: Fighting
	category: Physical
	power: 60
	accuracy: 100
	target: normal
	crit: 0
	priority: -4
	drain: False
	effects: []
Reversal
	description: An all-out attack that becomes more powerful the less HP the user has.
	type: Fighting
	category: Physical
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Rising Voltage
	description: 
	type: Electric
	category: Special
	power: 70
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Roar
	description: The target is scared off, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.
	type: Normal
	category: Status
	power: 0
	accuracy: 101
	target: normal
	crit: 0
	priority: -6
	drain: False
	effects: []
Rock Blast
	description: The user hurls hard rocks at the target. Two to five rocks are launched in a row.
	type: Rock
	category: Physical
	power: 25
	accuracy: 90
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Rock Climb
	description: The user attacks the target by smashing into it with incredible force.
	type: Rock
	category: Physical
	power: 85
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Rockjaw
	description: Using rocky jaws, the user tears at the foe with force that rips the Earth. Deals super effective damage against Ground-types.
	type: Rock
	category: Physical
	power: 80
	accuracy: 95
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Rock Throw
	description: The user picks up and throws a small rock at the target to attack.
	type: Rock
	category: Physical
	power: 50
	accuracy: 90
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Role Play
	description: The user mimics the target completely, copying the target's natural Ability.
	type: Psychic
	category: Status
	power: 0
	accuracy: 101
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Rollout
	description: The user continually rolls into the target over five turns. It becomes more powerful each time it hits.
	type: Rock
	category: Physical
	power: 30
	accuracy: 90
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Rototiller
	description: Tilling the soil, the user makes it easier for plants to grow. This raises the Attack and Sp. Atk stats of Grass-type Pokémon.
	type: Ground
	category: Status
	power: 0
	accuracy: 101
	target: all
	crit: 0
	priority: 0
	drain: False
	effects: []
Round
	description: The user attacks the target with a song. Others can join in the Round to increase the power of the attack.
	type: Normal
	category: Special
	power: 60
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Sacred Sword
	description: The user attacks by slicing with a long horn. The target's stat changes don't affect this attack's damage.
	type: Fighting
	category: Physical
	power: 90
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Safeguard
	description: The user creates a protective field that prevents status conditions for five turns.
	type: Normal
	category: Status
	power: 0
	accuracy: 101
	target: allySide
	crit: 0
	priority: 0
	drain: False
	effects: []
Sand Inversion
	description: The user turns upside down and sprays a harsh torrent of sand, causing any stat changes to become the opposite of what they were.
	type: Ground
	category: Special
	power: 120
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Sandstorm
	description: A five-turn sandstorm is summoned to hurt all combatants except the Rock, Ground, and Steel types. It raises the Sp. Def stat of Rock types.
	type: Rock
	category: Status
	power: 0
	accuracy: 101
	target: all
	crit: 0
	priority: 0
	drain: False
	effects: []
Sappy Seed
	description: 
	type: Grass
	category: Physical
	power: 100
	accuracy: 90
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Savage Horn
	description: The user rams into the opponent with a cruel force, piercing them with a horn harder than steel. This move hits Fairy type pokemon super effectively.
	type: Dragon
	category: Physical
	power: 80
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Scratch
	description: Hard, pointed, sharp claws rake the target to inflict damage.
	type: Normal
	category: Physical
	power: 40
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Seasonal Spirit
	description: Type varies based on the user's forme. Summer = Fire, Spring = Fairy, Winter = Ice, Autumn = Ground.
	type: Normal
	category: Physical
	power: 120
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Secret Sword
	description: The user cuts with its long horn. The odd power contained in the horn does physical damage to the target.
	type: Fighting
	category: Special
	power: 85
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Seed Bomb
	description: The user slams a barrage of hard-shelled seeds down on the target from above.
	type: Grass
	category: Physical
	power: 80
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Seismic Toss
	description: The target is thrown using the power of gravity. It inflicts damage equal to the user's level.
	type: Fighting
	category: Physical
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Self-Destruct
	description: The user attacks everything around it by causing an explosion. The user faints upon using this move.
	type: Normal
	category: Physical
	power: 200
	accuracy: 100
	target: allAdjacent
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Ambush
	description: The user materializes from thick shadows to assault the unsuspecting target. Strikes first, but only works on the first turn the user is out.
	type: Shadow
	category: Physical
	power: 80
	accuracy: 100
	target: normal
	crit: 0
	priority: 2
	drain: False
	effects: []
Shadow Anvil
	description: Wrapped in dense shadows, the user crushes the target with all their weight. Deals more damage the heavier the user is than the target.
	type: Shadow
	category: Physical
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Bandit
	description: The user steals the target's item under a cloak of thick shadows.
	type: Shadow
	category: Physical
	power: 70
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Bath
	description: Liquified shadows heal the user's HP by 50% and cure any status conditions.
	type: Shadow
	category: Status
	power: 0
	accuracy: 101
	target: self
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Beam
	description: The user absorbs shadow energy from the atmosphere and shoots it out in a concentrated beam. The user must recharge unless used in Shadow Sky.
	type: Shadow
	category: Special
	power: 95
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Centrifuge
	description: The user spins in place to amass a ball of concentrated corruption. Deals more damage the slower the user is than the opponent.
	type: Shadow
	category: Physical
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Chant
	description: The user sounds a chorus of darkness on the battlefield, preventing critical hits for 5 turns.
	type: Shadow
	category: Status
	power: 0
	accuracy: 101
	target: allySide
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Chew
	description: With Shadow-darkened fangs, the user chomps on the target and eats any berry it is holding.
	type: Shadow
	category: Physical
	power: 60
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Claw
	description: The user slashes with a sharp claw made from shadows. Critical hits land more easily.
	type: Ghost
	category: Physical
	power: 70
	accuracy: 100
	target: normal
	crit: 1
	priority: 0
	drain: False
	effects: []
Shadow Dart
	description: Racing on a current of shadows, the user rushes into the target without stopping. Deals more damage the faster the user is than the target.
	type: Shadow
	category: Special
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Desolation
	description: The user amplifies nearby negative thoughts to damage the target. Deals more damage if the foe has negative stat changes.
	type: Shadow
	category: Special
	power: 70
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Detonation
	description: The user explodes into a tremendous burst of shadows, ravaging the world around it. The user faints upon using this move.
	type: Shadow
	category: Physical
	power: 200
	accuracy: 100
	target: allAdjacent
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Devour
	description: The user feasts on the mental state of the target, draining half of all damage dealt.
	type: Shadow
	category: Special
	power: 75
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: True
	effects: []
Shadow Dissolve
	description: The user casts murky feelings onto the target which cause it to forget itself and its ability.
	type: Shadow
	category: Special
	power: 55
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Doomsday
	description: Two turns after this move is used, an apocalyptic blast of darkness rains down on the target. Deals special damage if the user's Sp. Attack is higher than its Attack.
	type: Shadow
	category: Physical
	power: 140
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Duplicity
	description: The user uses malicious energy to turn the foe's power against it. The higher the target's Sp. Attack stat, the greater the move's power.
	type: Shadow
	category: Special
	power: 80
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Firestorm
	description: The user unleashes a current of fiery shadows, summoning heavy sun after attacking.
	type: Shadow
	category: Special
	power: 90
	accuracy: 100
	target: allAdjacentFoes
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Fission
	description: The user grafts its HP to the target's HP, then equally splits the combined HP with the target.
	type: Shadow
	category: Status
	power: 0
	accuracy: 101
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Fog
	description: The user creates a shadowy fog that eliminates every stat change among all the Pokémon engaged in battle.
	type: Shadow
	category: Status
	power: 0
	accuracy: 101
	target: all
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Force
	description: The user disappears, then strikes the target on the next turn. This move hits even if the target protects itself.
	type: Ghost
	category: Physical
	power: 120
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Fusion
	description: The user employs a dark energy to average its Attack and Sp. Atk stats with those of the target.
	type: Shadow
	category: Status
	power: 0
	accuracy: 101
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Gale
	description: The user unleashes a shadow tempest to annihilate the target, summoning Shadow Sky after attacking.
	type: Shadow
	category: Special
	power: 110
	accuracy: 100
	target: allAdjacentFoes
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Gluttony
	description: Fueled by ravenous shadows, the user consumes its held berry and gains +2 Defense, in addition to the Berry's effect.
	type: Shadow
	category: Status
	power: 0
	accuracy: 101
	target: self
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Half
	description: The user oozes a sinister aura to diminish the foe's energy. This cuts the target's HP in half.
	type: Shadow
	category: Special
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Hatred
	description: Subject to the user's loathing, the target takes damage and loses 4 PP on its most recent move.
	type: Shadow
	category: Special
	power: 60
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Haunting
	description: The user commands the darkness to parasitically eat the nightmares of the target and restore all damage dealt. The target must be asleep for this move to work.
	type: Shadow
	category: Special
	power: 100
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: True
	effects: []
Shadow Hurl
	description: The user's phantom hand chucks the target back at its party, forcing it to switch. Usually moves last.
	type: Shadow
	category: Physical
	power: 65
	accuracy: 100
	target: normal
	crit: 0
	priority: -6
	drain: False
	effects: []
Shadow Inversion
	description: The user commands dark forces to invert the target's stat changes.
	type: Shadow
	category: Special
	power: 60
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Laser
	description: The user injects darkness into air electrons. The negative overflow raises its Sp Attack by 1 stage and shoots a blacklight ray at the target the following turn.
	type: Shadow
	category: Special
	power: 90
	accuracy: 95
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Meld
	description: The user employs a dark energy to average its Def and Sp. Def stats with those of the target.
	type: Shadow
	category: Status
	power: 0
	accuracy: 101
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Mirage
	description: The user constructs a terrifying illusion to manufacture fear within the target. Deals damage based on the user's level.
	type: Shadow
	category: Special
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Monsoon
	description: The user lets loose a current of liquid shadows, summoning heavy rain after attacking.
	type: Shadow
	category: Special
	power: 90
	accuracy: 100
	target: allAdjacentFoes
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Pivot
	description: After quickly tackling the opponent, the user vanishes into the shadows and switches to a different Pokémon.
	type: Shadow
	category: Physical
	power: 65
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Press
	description: The user pins the target down with its shadow-lined body. The higher the user's Defense stat, the greater the move's power.
	type: Shadow
	category: Physical
	power: 65
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Punch
	description: The user throws a punch from the shadows. This attack never misses.
	type: Ghost
	category: Physical
	power: 80
	accuracy: 101
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Punish
	description: The more the target has powered up with stat changes, the greater the move's power. 55 Base Power + 30 per boost; No max power.
	type: Shadow
	category: Physical
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Rage
	description: The user lets out all its frustration in an attack. Doubles in power if the user is affected by a status condition.
	type: Shadow
	category: Physical
	power: 70
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Recruit
	description: The user sends out a corruptive force to manipulate the foe into gaining the Shadow type.
	type: Shadow
	category: Status
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Requital
	description: Getting revenge on the target, the user forces darkness into their body with much greater power. Deals 1.5x damage of last attack.
	type: Shadow
	category: Physical
	power: 0
	accuracy: 100
	target: scripted
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Reset
	description: The user sends out a thick darkness that overwhelms the target's memory, damaging it and causing it to forget all stat changes.
	type: Shadow
	category: Special
	power: 50
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Robbery
	description: The user steals the target's attack boost in a cunning trap before dealing damage. Bypasses Substitute.
	type: Shadow
	category: Physical
	power: 70
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Roulette
	description: The user's possessed heart calls upon the void, dealing damage with a random base power.
	type: Shadow
	category: Special
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Shatter
	description: A shadowy chop that is so malicious that it will destroy screens before attacking.
	type: Shadow
	category: Physical
	power: 75
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Shed
	description: Darkness floods the battlefield, removing Screens, Hazards, Terrains, and lowering the target's evasion by 2.
	type: Shadow
	category: Status
	power: 0
	accuracy: 101
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Shuffle
	description: The user sends out a shadowy whirlwind to force the target to switch.
	type: Shadow
	category: Status
	power: 0
	accuracy: 101
	target: normal
	crit: 0
	priority: -6
	drain: False
	effects: []
Shadow Signal
	description: The user emits a corrupted frequency to embolden all Shadow-types in play, raising their Attack, Sp. Attack, and Speed by 1 stage; 2 stages in Shadow Sky.
	type: Shadow
	category: Status
	power: 0
	accuracy: 101
	target: all
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Siren
	description: All Pokémon that hear this funeral dirge echoing in the darkness faint in three turns, unless they switch out of battle.
	type: Shadow
	category: Status
	power: 0
	accuracy: 101
	target: all
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Sky
	description: The user blackens the atmosphere, creating a shadowy weather that batters non-Shadow pokemon every turn and boosts the power of Shadow moves.
	type: Shadow
	category: Status
	power: 0
	accuracy: 101
	target: all
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Slander
	description: The user shouts a deep-cutting insult to the target before switching out and lowering the target's Atk and Sp. Atk by 1 stage.
	type: Shadow
	category: Status
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Slasher
	description: The user relentlessly slashes at the target, hitting 2-5 times.
	type: Shadow
	category: Physical
	power: 25
	accuracy: 95
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Sneak
	description: The user extends its shadow and attacks the target from behind. This move always goes first.
	type: Ghost
	category: Physical
	power: 40
	accuracy: 100
	target: normal
	crit: 0
	priority: 1
	drain: False
	effects: []
Shadow Snipe
	description: The user shoots a black bullet at the target, raising its Attack by 3 stages if it KOs it.
	type: Shadow
	category: Physical
	power: 50
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Sorcery
	description: Doubles in power if the foe is affected by a status condition.
	type: Shadow
	category: Special
	power: 65
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Spikes
	description: The user solidifies shadows into sharp spikes and scatters them around the target and its allies.
	type: Shadow
	category: Status
	power: 0
	accuracy: 101
	target: foeSide
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Sprint
	description: The user numbly attacks the target with increased priority under a cover of shadows.
	type: Shadow
	category: Physical
	power: 40
	accuracy: 100
	target: normal
	crit: 0
	priority: 1
	drain: False
	effects: []
Shadow Sprites
	description: Corruptive pixies heal the user's HP by 50% and boost a random stat.
	type: Shadow
	category: Status
	power: 0
	accuracy: 101
	target: self
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Squeeze
	description: The user materializes a shadowy tentacle around the target to choke it. The more HP the target has, the greater this move's power. Max 100 power.
	type: Shadow
	category: Special
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Stratoslam
	description: The user draws in corrupted clouds and tackles the target, clearing any active weather.
	type: Shadow
	category: Physical
	power: 80
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Swap
	description: The user manipulates amorphous shadows to hide and switch its item with its opponent's.
	type: Shadow
	category: Status
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Titan
	description: The user rockets itself into the opponent with so much malicious power that it damages the opponent through their ability.
	type: Shadow
	category: Physical
	power: 100
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Trip
	description: The user bursts forth an ominous root around the target and whips its feet, causing it to fall. Deals more damage the heavier the target is.
	type: Shadow
	category: Special
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Vampirism
	description: The user drains the foe's energy using corrupted fangs, recovering half of all damage dealt.
	type: Shadow
	category: Physical
	power: 75
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: True
	effects: []
Shadow Vengeance
	description: The user obtains retribution against the foe. Deals more damage the lower the HP of the user.
	type: Shadow
	category: Special
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Volley
	description: The user coalesces tenebrous energy to bombard the target relentlessly. Deals damage based off foe's Defense stat.
	type: Shadow
	category: Special
	power: 70
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Wheel
	description: The user whirls shadows around itself while spinning and hitting the target. This removes any hazards, leech seed, or trapping moves from the user.
	type: Shadow
	category: Physical
	power: 60
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Whiteout
	description: The user calls forth an avalanche of subzero shadows, summoning hail after attacking.
	type: Shadow
	category: Special
	power: 90
	accuracy: 100
	target: allAdjacentFoes
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Wreckage
	description: The user rampages uncontrollably, destroying everything around it. Clears the field of terrain and screens.
	type: Shadow
	category: Physical
	power: 75
	accuracy: 100
	target: allAdjacent
	crit: 0
	priority: 0
	drain: False
	effects: []
Shadow Wyrm
	description: Shadow dragons of myth swarm around the user to heal its HP by 75%.
	type: Shadow
	category: Status
	power: 0
	accuracy: 101
	target: self
	crit: 0
	priority: 0
	drain: False
	effects: []
Sheer Cold
	description: The target faints instantly. It's less likely to hit the target if it's used by Pokémon other than Ice types.
	type: Ice
	category: Special
	power: 0
	accuracy: 30
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shock Wave
	description: The user strikes the target with a quick jolt of electricity. This attack never misses.
	type: Electric
	category: Special
	power: 60
	accuracy: 101
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Shore Up
	description: The user regains up to half of its max HP. It restores more HP in a sandstorm.
	type: Ground
	category: Status
	power: 0
	accuracy: 101
	target: self
	crit: 0
	priority: 0
	drain: False
	effects: []
Simple Beam
	description: The user's mysterious psychic wave changes the target's Ability to Simple.
	type: Normal
	category: Status
	power: 0
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Sketch
	description: It enables the user to permanently learn the move last used by the target. Once used, Sketch disappears.
	type: Normal
	category: Status
	power: 0
	accuracy: 101
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Skill Swap
	description: The user employs its psychic power to exchange Abilities with the target.
	type: Psychic
	category: Status
	power: 0
	accuracy: 101
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Skull Bash
	description: The user tucks in its head to raise its Defense stat on the first turn, then rams the target on the next turn.
	type: Normal
	category: Physical
	power: 130
	accuracy: 100
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Sky Drop
	description: The user takes the target into the sky, then drops it during the next turn. The target cannot attack while in the sky.
	type: Flying
	category: Physical
	power: 60
	accuracy: 100
	target: any
	crit: 0
	priority: 0
	drain: False
	effects: []
Sky Uppercut
	description: The user attacks the target with an uppercut thrown skyward with force.
	type: Fighting
	category: Physical
	power: 85
	accuracy: 90
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Slack Off
	description: The user slacks off, restoring its own HP by up to half of its max HP.
	type: Normal
	category: Status
	power: 0
	accuracy: 101
	target: self
	crit: 0
	priority: 0
	drain: False
	effects: []
Slam
	description: The target is slammed with a long tail, vines, or the like to inflict damage.
	type: Normal
	category: Physical
	power: 80
	accuracy: 75
	target: normal
	crit: 0
	priority: 0
	drain: False
	effects: []
Slash
	description: The target is attacked with a slash of claws or blades. Critical hits land more easily.
	type: Normal
	category: Physical
	power: 70
	accuracy: 100
	target: normal
	crit: 1
	priority: 0
	drain: False
	effects: []
Sleep Talk
	description: While it is asleep, the user randomly uses one of the moves it knows.
	type: Normal
	category: Status
	power: 0
	accuracy: 101
	target: self
	crit: 0
	priority: 0
